ProductID,BranchID,City,Year,Month,ProductSalesAmount,TotalTransactions,UnitsSold,RankedProduct
1988,11,Des Moines,2021,October,"$ 2,213.73",15,27,10
1594,11,Des Moines,2021,November,"$ 3,949.00",7,11,1
1645,11,Des Moines,2021,November,"$ 2,506.00",9,14,2
125,11,Des Moines,2021,November,"$ 2,374.75",16,25,3
198,11,Des Moines,2021,November,"$ 2,260.83",11,17,4
2007,11,Des Moines,2021,November,"$ 2,105.82",12,18,5
1593,11,Des Moines,2021,November,"$ 2,090.00",6,10,6
201,11,Des Moines,2021,November,"$ 2,079.84",10,16,7
117,11,Des Moines,2021,November,"$ 2,074.75",16,25,8
206,11,Des Moines,2021,November,"$ 2,014.87",10,13,9
1603,11,Des Moines,2021,November,"$ 1,979.82",12,18,10
1594,11,Des Moines,2021,December,"$ 4,308.00",8,12,1
1601,11,Des Moines,2021,December,"$ 3,401.00",11,19,2
1593,11,Des Moines,2021,December,"$ 3,344.00",9,16,3
112,11,Des Moines,2021,December,"$ 2,976.48",16,27,4
177,11,Des Moines,2021,December,"$ 2,834.73",20,27,5
1551,11,Des Moines,2021,December,"$ 2,759.40",7,12,6
135,11,Des Moines,2021,December,"$ 2,580.71",18,29,7
1552,11,Des Moines,2021,December,"$ 2,499.50",6,10,8
2009,11,Des Moines,2021,December,"$ 2,399.76",17,24,9
2012,11,Des Moines,2021,December,"$ 2,339.74",16,26,10
1594,11,Des Moines,2022,January,"$ 4,308.00",7,12,1
149,11,Des Moines,2022,January,"$ 3,124.75",16,25,2
1552,11,Des Moines,2022,January,"$ 2,999.40",9,12,3
173,11,Des Moines,2022,January,"$ 2,899.75",18,25,4
1591,11,Des Moines,2022,January,"$ 2,704.00",10,16,5
204,11,Des Moines,2022,January,"$ 2,645.79",15,21,6
115,11,Des Moines,2022,January,"$ 2,632.12",16,23,7
2010,11,Des Moines,2022,January,"$ 2,399.76",16,24,8
1570,11,Des Moines,2022,January,"$ 2,363.00",10,17,9
212,11,Des Moines,2022,January,"$ 2,330.79",13,21,10
2012,11,Des Moines,2022,Febuary,"$ 3,149.65",23,35,1
206,11,Des Moines,2022,Febuary,"$ 2,789.82",11,18,2
1594,11,Des Moines,2022,Febuary,"$ 2,513.00",5,7,3
185,11,Des Moines,2022,Febuary,"$ 2,309.79",13,21,4
1552,11,Des Moines,2022,Febuary,"$ 2,249.55",5,9,5
265,11,Des Moines,2022,Febuary,"$ 2,099.79",14,21,6
106,11,Des Moines,2022,Febuary,"$ 2,059.92",13,18,7
170,11,Des Moines,2022,Febuary,"$ 1,979.78",13,22,8
2008,11,Des Moines,2022,Febuary,"$ 1,971.83",10,17,9
115,11,Des Moines,2022,Febuary,"$ 1,945.48",10,17,10
149,11,Des Moines,2022,March,"$ 2,874.77",15,23,1
1594,11,Des Moines,2022,March,"$ 2,872.00",5,8,2
156,11,Des Moines,2022,March,"$ 2,399.76",16,24,3
179,11,Des Moines,2022,March,"$ 2,399.75",17,25,4
4,11,Des Moines,2022,March,"$ 2,379.44",17,28,5
2011,11,Des Moines,2022,March,"$ 2,345.77",14,23,6
1551,11,Des Moines,2022,March,"$ 2,299.50",6,10,7
262,11,Des Moines,2022,March,"$ 2,294.73",17,27,8
115,11,Des Moines,2022,March,"$ 2,288.80",13,20,9
204,11,Des Moines,2022,March,"$ 2,267.82",13,18,10
1594,11,Des Moines,2022,April,"$ 2,872.00",5,8,1
166,11,Des Moines,2022,April,"$ 2,479.69",20,31,2
198,11,Des Moines,2022,April,"$ 2,393.82",11,18,3
2006,11,Des Moines,2022,April,"$ 2,361.87",15,21,4
206,11,Des Moines,2022,April,"$ 2,324.85",10,15,5
179,11,Des Moines,2022,April,"$ 2,207.77",13,23,6
2008,11,Des Moines,2022,April,"$ 2,203.81",12,19,7
149,11,Des Moines,2022,April,"$ 2,124.83",11,17,8
2013,11,Des Moines,2022,April,"$ 2,124.75",17,25,9
137,11,Des Moines,2022,April,"$ 2,069.77",15,23,10
1551,11,Des Moines,2022,May,"$ 3,679.20",12,16,1
1572,11,Des Moines,2022,May,"$ 3,222.00",11,18,2
115,11,Des Moines,2022,May,"$ 3,089.88",16,27,3
1596,11,Des Moines,2022,May,"$ 2,519.86",9,14,4
212,11,Des Moines,2022,May,"$ 2,441.78",17,22,5
112,11,Des Moines,2022,May,"$ 2,204.80",12,20,6
12,11,Des Moines,2022,May,"$ 2,124.50",15,25,7
206,11,Des Moines,2022,May,"$ 2,014.87",8,13,8
242,11,Des Moines,2022,May,"$ 1,979.82",12,18,9
2012,11,Des Moines,2022,May,"$ 1,979.78",15,22,10
1551,11,Des Moines,2022,June,"$ 3,449.25",11,15,1
1552,11,Des Moines,2022,June,"$ 3,249.35",8,13,2
206,11,Des Moines,2022,June,"$ 2,944.81",13,19,3
173,11,Des Moines,2022,June,"$ 2,551.78",15,22,4
1594,11,Des Moines,2022,June,"$ 2,513.00",6,7,5
149,11,Des Moines,2022,June,"$ 2,499.80",14,20,6
197,11,Des Moines,2022,June,"$ 2,437.77",14,23,7
1596,11,Des Moines,2022,June,"$ 2,339.87",8,13,8
170,11,Des Moines,2022,June,"$ 2,159.76",15,24,9
198,11,Des Moines,2022,June,"$ 2,127.84",9,16,10
1552,11,Des Moines,2022,July,"$ 3,749.25",9,15,1
106,11,Des Moines,2022,July,"$ 3,433.20",19,30,2
206,11,Des Moines,2022,July,"$ 2,944.81",11,19,3
2011,11,Des Moines,2022,July,"$ 2,651.74",16,26,4
198,11,Des Moines,2022,July,"$ 2,393.82",13,18,5
250,11,Des Moines,2022,July,"$ 2,138.77",14,23,6
2006,11,Des Moines,2022,July,"$ 2,136.93",12,19,7
125,11,Des Moines,2022,July,"$ 2,089.78",12,22,8
160,11,Des Moines,2022,July,"$ 2,069.77",15,23,9
109,11,Des Moines,2022,July,"$ 2,059.92",12,18,10
14,11,Des Moines,2022,August,"$ 3,144.26",25,37,1
201,11,Des Moines,2022,August,"$ 2,859.78",15,22,2
1572,11,Des Moines,2022,August,"$ 2,506.00",9,14,3
1551,11,Des Moines,2022,August,"$ 2,299.50",6,10,4
17,11,Des Moines,2022,August,"$ 2,294.46",19,27,5
172,11,Des Moines,2022,August,"$ 2,279.76",17,24,6
219,11,Des Moines,2022,August,"$ 2,183.79",13,21,7
1,11,Des Moines,2022,August,"$ 2,001.74",15,26,8
265,11,Des Moines,2022,August,"$ 1,999.80",12,20,9
109,11,Des Moines,2022,August,"$ 1,945.48",12,17,10
1594,11,Des Moines,2022,September,"$ 2,872.00",6,8,1
149,11,Des Moines,2022,September,"$ 2,749.78",16,22,2
2008,11,Des Moines,2022,September,"$ 2,667.77",14,23,3
201,11,Des Moines,2022,September,"$ 2,339.82",11,18,4
1552,11,Des Moines,2022,September,"$ 2,249.55",7,9,5
2006,11,Des Moines,2022,September,"$ 2,249.40",13,20,6
204,11,Des Moines,2022,September,"$ 2,141.83",12,17,7
183,11,Des Moines,2022,September,"$ 2,099.79",13,21,8
115,11,Des Moines,2022,September,"$ 2,059.92",11,18,9
198,11,Des Moines,2022,September,"$ 1,994.85",11,15,10
1594,11,Des Moines,2022,October,"$ 3,949.00",7,11,1
1551,11,Des Moines,2022,October,"$ 2,299.50",7,10,2
1601,11,Des Moines,2022,October,"$ 2,148.00",6,12,3
1645,11,Des Moines,2022,October,"$ 2,148.00",8,12,4
164,11,Des Moines,2022,October,"$ 2,079.74",15,26,5
123,11,Des Moines,2022,October,"$ 1,994.79",13,21,6
271,11,Des Moines,2022,October,"$ 1,889.79",15,21,7
2007,11,Des Moines,2022,October,"$ 1,871.84",12,16,8
1987,11,Des Moines,2022,October,"$ 1,839.77",16,23,9
149,11,Des Moines,2022,October,"$ 1,749.86",10,14,10
1594,11,Des Moines,2022,November,"$ 2,513.00",5,7,1
1593,11,Des Moines,2022,November,"$ 2,299.00",7,11,2
181,11,Des Moines,2022,November,"$ 2,015.79",13,21,3
1552,11,Des Moines,2022,November,"$ 1,999.60",5,8,4
115,11,Des Moines,2022,November,"$ 1,945.48",12,17,5
206,11,Des Moines,2022,November,"$ 1,859.88",8,12,6
1596,11,Des Moines,2022,November,"$ 1,799.90",5,10,7
177,11,Des Moines,2022,November,"$ 1,784.83",10,17,8
106,11,Des Moines,2022,November,"$ 1,716.60",11,15,9
176,11,Des Moines,2022,November,"$ 1,699.83",10,17,10
1594,11,Des Moines,2022,December,"$ 3,949.00",7,11,1
149,11,Des Moines,2022,December,"$ 3,124.75",19,25,2
1552,11,Des Moines,2022,December,"$ 2,999.40",7,12,3
1584,11,Des Moines,2022,December,"$ 2,780.00",12,20,4
1635,11,Des Moines,2022,December,"$ 2,699.85",9,15,5
1644,11,Des Moines,2022,December,"$ 2,682.00",13,18,6
2008,11,Des Moines,2022,December,"$ 2,667.77",15,23,7
201,11,Des Moines,2022,December,"$ 2,469.81",14,19,8
170,11,Des Moines,2022,December,"$ 2,429.73",17,27,9
242,11,Des Moines,2022,December,"$ 2,419.78",14,22,10
1594,11,Des Moines,2023,January,"$ 2,154.00",3,6,1
112,11,Des Moines,2023,January,"$ 2,094.56",12,19,2
123,11,Des Moines,2023,January,"$ 2,089.78",15,22,3
1551,11,Des Moines,2023,January,"$ 2,069.55",5,9,4
175,11,Des Moines,2023,January,"$ 2,039.76",14,24,5
198,11,Des Moines,2023,January,"$ 1,994.85",9,15,6
2007,11,Des Moines,2023,January,"$ 1,988.83",10,17,7
254,11,Des Moines,2023,January,"$ 1,952.79",11,21,8
1995,11,Des Moines,2023,January,"$ 1,924.75",14,25,9
179,11,Des Moines,2023,January,"$ 1,919.80",14,20,10
1594,11,Des Moines,2023,Febuary,"$ 3,590.00",6,10,1
1552,11,Des Moines,2023,Febuary,"$ 2,249.55",6,9,2
197,11,Des Moines,2023,Febuary,"$ 2,225.79",13,21,3
137,11,Des Moines,2023,Febuary,"$ 2,069.77",13,23,4
106,11,Des Moines,2023,Febuary,"$ 2,059.92",12,18,5
149,11,Des Moines,2023,Febuary,"$ 1,999.84",9,16,6
177,11,Des Moines,2023,Febuary,"$ 1,994.81",11,19,7
1596,11,Des Moines,2023,Febuary,"$ 1,979.89",6,11,8
201,11,Des Moines,2023,Febuary,"$ 1,949.85",9,15,9
1988,11,Des Moines,2023,Febuary,"$ 1,885.77",13,23,10
1594,11,Des Moines,2023,March,"$ 3,590.00",7,10,1
149,11,Des Moines,2023,March,"$ 2,874.77",14,23,2
212,11,Des Moines,2023,March,"$ 2,663.76",14,24,3
173,11,Des Moines,2023,March,"$ 2,435.79",12,21,4
268,11,Des Moines,2023,March,"$ 2,079.68",19,32,5
1551,11,Des Moines,2023,March,"$ 2,069.55",6,9,6
269,11,Des Moines,2023,March,"$ 2,024.73",16,27,7
1997,11,Des Moines,2023,March,"$ 1,975.74",16,26,8
17,11,Des Moines,2023,March,"$ 1,954.54",12,23,9
109,11,Des Moines,2023,March,"$ 1,945.48",10,17,10
206,11,Des Moines,2023,April,"$ 3,099.80",13,20,1
242,11,Des Moines,2023,April,"$ 2,749.75",13,25,2
201,11,Des Moines,2023,April,"$ 2,469.81",12,19,3
1572,11,Des Moines,2023,April,"$ 2,327.00",9,13,4
1552,11,Des Moines,2023,April,"$ 2,249.55",7,9,5
198,11,Des Moines,2023,April,"$ 2,127.84",11,16,6
185,11,Des Moines,2023,April,"$ 1,869.83",11,17,7
240,11,Des Moines,2023,April,"$ 1,849.75",18,25,8
1584,11,Des Moines,2023,April,"$ 1,807.00",7,13,9
119,11,Des Moines,2023,April,"$ 1,795.31",13,19,10
197,11,Des Moines,2023,May,"$ 2,755.74",16,26,1
173,11,Des Moines,2023,May,"$ 2,667.77",16,23,2
212,11,Des Moines,2023,May,"$ 2,552.77",14,23,3
106,11,Des Moines,2023,May,"$ 2,403.24",12,21,4
109,11,Des Moines,2023,May,"$ 2,403.24",13,21,5
160,11,Des Moines,2023,May,"$ 2,339.74",16,26,6
1552,11,Des Moines,2023,May,"$ 2,249.55",5,9,7
183,11,Des Moines,2023,May,"$ 2,199.78",13,22,8
1591,11,Des Moines,2023,May,"$ 2,197.00",8,13,9
115,11,Des Moines,2023,May,"$ 2,174.36",11,19,10
112,11,Des Moines,2023,June,"$ 2,976.48",16,27,1
1594,11,Des Moines,2023,June,"$ 2,513.00",4,7,2
4,11,Des Moines,2023,June,"$ 2,209.48",16,26,3
197,11,Des Moines,2023,June,"$ 2,119.80",13,20,4
177,11,Des Moines,2023,June,"$ 2,099.80",13,20,5
115,11,Des Moines,2023,June,"$ 2,059.92",11,18,6
1552,11,Des Moines,2023,June,"$ 1,999.60",6,8,7
242,11,Des Moines,2023,June,"$ 1,979.82",12,18,8
2006,11,Des Moines,2023,June,"$ 1,911.99",10,17,9
1592,11,Des Moines,2023,June,"$ 1,890.00",7,10,10
1594,11,Des Moines,2023,July,"$ 3,949.00",7,11,1
201,11,Des Moines,2023,July,"$ 2,339.82",13,18,2
265,11,Des Moines,2023,July,"$ 2,099.79",13,21,3
1551,11,Des Moines,2023,July,"$ 2,069.55",6,9,4
2,11,Des Moines,2023,July,"$ 2,001.74",18,26,5
168,11,Des Moines,2023,July,"$ 1,999.80",13,20,6
123,11,Des Moines,2023,July,"$ 1,899.80",14,20,7
1592,11,Des Moines,2023,July,"$ 1,890.00",6,10,8
206,11,Des Moines,2023,July,"$ 1,859.88",8,12,9
211,11,Des Moines,2023,July,"$ 1,801.83",11,17,10
1593,11,Des Moines,2023,August,"$ 3,553.00",10,17,1
1594,11,Des Moines,2023,August,"$ 2,872.00",6,8,2
1552,11,Des Moines,2023,August,"$ 2,749.45",7,11,3
1635,11,Des Moines,2023,August,"$ 2,519.86",10,14,4
212,11,Des Moines,2023,August,"$ 2,330.79",14,21,5
123,11,Des Moines,2023,August,"$ 2,184.77",15,23,6
206,11,Des Moines,2023,August,"$ 2,169.86",9,14,7
219,11,Des Moines,2023,August,"$ 2,079.80",12,20,8
109,11,Des Moines,2023,August,"$ 2,059.92",11,18,9
115,11,Des Moines,2023,August,"$ 1,945.48",11,17,10
112,11,Des Moines,2023,September,"$ 2,866.24",16,26,1
1551,11,Des Moines,2023,September,"$ 2,529.45",7,11,2
156,11,Des Moines,2023,September,"$ 2,299.77",14,23,3
1995,11,Des Moines,2023,September,"$ 2,232.71",18,29,4
212,11,Des Moines,2023,September,"$ 2,219.80",15,20,5
152,11,Des Moines,2023,September,"$ 2,199.78",14,22,6
2008,11,Des Moines,2023,September,"$ 2,087.82",12,18,7
206,11,Des Moines,2023,September,"$ 2,014.87",8,13,8
197,11,Des Moines,2023,September,"$ 2,013.81",12,19,9
211,11,Des Moines,2023,September,"$ 2,013.81",13,19,10
1594,11,Des Moines,2023,October,"$ 3,231.00",6,9,1
206,11,Des Moines,2023,October,"$ 2,324.85",11,15,2
204,11,Des Moines,2023,October,"$ 2,141.83",13,17,3
156,11,Des Moines,2023,October,"$ 2,099.79",13,21,4
250,11,Des Moines,2023,October,"$ 2,045.78",14,22,5
177,11,Des Moines,2023,October,"$ 1,994.81",11,19,6
112,11,Des Moines,2023,October,"$ 1,874.08",12,17,7
1591,11,Des Moines,2023,October,"$ 1,859.00",6,11,8
201,11,Des Moines,2023,October,"$ 1,819.86",10,14,9
170,11,Des Moines,2023,October,"$ 1,799.80",15,20,10
206,11,Des Moines,2023,November,"$ 3,409.78",14,22,1
2008,11,Des Moines,2023,November,"$ 3,247.72",18,28,2
1601,11,Des Moines,2023,November,"$ 3,222.00",11,18,3
2007,11,Des Moines,2023,November,"$ 2,690.77",14,23,4
10,11,Des Moines,2023,November,"$ 2,232.71",17,29,5
115,11,Des Moines,2023,November,"$ 2,174.36",10,19,6
183,11,Des Moines,2023,November,"$ 2,099.79",16,21,7
201,11,Des Moines,2023,November,"$ 2,079.84",11,16,8
250,11,Des Moines,2023,November,"$ 2,045.78",14,22,9
1644,11,Des Moines,2023,November,"$ 1,937.00",8,13,10
1594,11,Des Moines,2023,December,"$ 4,308.00",7,12,1
219,11,Des Moines,2023,December,"$ 3,223.69",18,31,2
2006,11,Des Moines,2023,December,"$ 3,036.69",17,27,3
1552,11,Des Moines,2023,December,"$ 2,999.40",8,12,4
109,11,Des Moines,2023,December,"$ 2,861.00",16,25,5
206,11,Des Moines,2023,December,"$ 2,789.82",11,18,6
176,11,Des Moines,2023,December,"$ 2,699.73",17,27,7
201,11,Des Moines,2023,December,"$ 2,469.81",14,19,8
175,11,Des Moines,2023,December,"$ 2,464.71",17,29,9
117,11,Des Moines,2023,December,"$ 2,406.71",18,29,10
1594,11,Des Moines,2024,January,"$ 3,949.00",7,11,1
1593,11,Des Moines,2024,January,"$ 3,553.00",11,17,2
204,11,Des Moines,2024,January,"$ 2,771.78",14,22,3
1551,11,Des Moines,2024,January,"$ 2,759.40",8,12,4
1552,11,Des Moines,2024,January,"$ 2,749.45",6,11,5
212,11,Des Moines,2024,January,"$ 2,663.76",14,24,6
2006,11,Des Moines,2024,January,"$ 2,474.34",13,22,7
109,11,Des Moines,2024,January,"$ 2,288.80",13,20,8
198,11,Des Moines,2024,January,"$ 2,260.83",11,17,9
2008,11,Des Moines,2024,January,"$ 2,087.82",10,18,10
206,11,Des Moines,2024,Febuary,"$ 3,564.77",14,23,1
2012,11,Des Moines,2024,Febuary,"$ 2,339.74",16,26,2
1601,11,Des Moines,2024,Febuary,"$ 2,327.00",10,13,3
2006,11,Des Moines,2024,Febuary,"$ 2,249.40",15,20,4
1594,11,Des Moines,2024,Febuary,"$ 2,154.00",6,6,5
219,11,Des Moines,2024,Febuary,"$ 2,079.80",13,20,6
1551,11,Des Moines,2024,Febuary,"$ 2,069.55",5,9,7
212,11,Des Moines,2024,Febuary,"$ 1,997.82",13,18,8
177,11,Des Moines,2024,Febuary,"$ 1,994.81",11,19,9
197,11,Des Moines,2024,Febuary,"$ 1,907.82",11,18,10
204,11,Des Moines,2024,March,"$ 3,779.70",18,30,1
1552,11,Des Moines,2024,March,"$ 2,999.40",7,12,2
1594,11,Des Moines,2024,March,"$ 2,872.00",5,8,3
115,11,Des Moines,2024,March,"$ 2,746.56",16,24,4
162,11,Des Moines,2024,March,"$ 2,699.70",18,30,5
176,11,Des Moines,2024,March,"$ 2,599.74",14,26,6
168,11,Des Moines,2024,March,"$ 2,399.76",17,24,7
2010,11,Des Moines,2024,March,"$ 2,199.78",13,22,8
106,11,Des Moines,2024,March,"$ 2,174.36",12,19,9
112,11,Des Moines,2024,March,"$ 2,094.56",14,19,10
1551,11,Des Moines,2024,April,"$ 3,679.20",10,16,1
2011,11,Des Moines,2024,April,"$ 2,957.71",20,29,2
115,11,Des Moines,2024,April,"$ 2,517.68",14,22,3
152,11,Des Moines,2024,April,"$ 2,399.76",16,24,4
1592,11,Des Moines,2024,April,"$ 2,268.00",7,12,5
1552,11,Des Moines,2024,April,"$ 2,249.55",6,9,6
1644,11,Des Moines,2024,April,"$ 2,235.00",9,15,7
1989,11,Des Moines,2024,April,"$ 2,015.76",15,24,8
121,11,Des Moines,2024,April,"$ 1,994.79",12,21,9
1635,11,Des Moines,2024,April,"$ 1,979.89",8,11,10
1552,11,Des Moines,2024,May,"$ 3,999.20",10,16,1
197,11,Des Moines,2024,May,"$ 3,391.68",19,32,2
206,11,Des Moines,2024,May,"$ 2,634.83",11,17,3
242,11,Des Moines,2024,May,"$ 2,529.77",16,23,4
204,11,Des Moines,2024,May,"$ 2,519.80",13,20,5
1601,11,Des Moines,2024,May,"$ 2,506.00",10,14,6
1635,11,Des Moines,2024,May,"$ 2,159.88",8,12,7
154,11,Des Moines,2024,May,"$ 2,159.73",15,27,8
173,11,Des Moines,2024,May,"$ 2,087.82",13,18,9
1551,11,Des Moines,2024,May,"$ 2,069.55",6,9,10
206,11,Des Moines,2024,June,"$ 3,564.77",15,23,1
1594,11,Des Moines,2024,June,"$ 3,231.00",5,9,2
198,11,Des Moines,2024,June,"$ 2,393.82",12,18,3
112,11,Des Moines,2024,June,"$ 2,204.80",12,20,4
164,11,Des Moines,2024,June,"$ 1,999.75",15,25,5
1552,11,Des Moines,2024,June,"$ 1,999.60",4,8,6
1592,11,Des Moines,2024,June,"$ 1,890.00",7,10,7
204,11,Des Moines,2024,June,"$ 1,889.85",9,15,8
1591,11,Des Moines,2024,June,"$ 1,859.00",7,11,9
1551,11,Des Moines,2024,June,"$ 1,839.60",5,8,10
206,11,Des Moines,2024,July,"$ 3,409.78",14,22,1
1591,11,Des Moines,2024,July,"$ 2,535.00",9,15,2
1596,11,Des Moines,2024,July,"$ 2,519.86",9,14,3
1593,11,Des Moines,2024,July,"$ 2,508.00",8,12,4
201,11,Des Moines,2024,July,"$ 2,469.81",12,19,5
67,11,Des Moines,2024,July,"$ 2,189.70",21,30,6
2002,11,Des Moines,2024,July,"$ 2,157.74",16,26,7
181,11,Des Moines,2024,July,"$ 2,111.78",15,22,8
121,11,Des Moines,2024,July,"$ 2,089.78",14,22,9
1551,11,Des Moines,2024,July,"$ 2,069.55",5,9,10
1551,11,Des Moines,2024,August,"$ 2,759.40",8,12,1
198,11,Des Moines,2024,August,"$ 2,526.81",14,19,2
204,11,Des Moines,2024,August,"$ 2,519.80",13,20,3
1572,11,Des Moines,2024,August,"$ 2,327.00",8,13,4
179,11,Des Moines,2024,August,"$ 2,207.77",14,23,5
197,11,Des Moines,2024,August,"$ 2,119.80",11,20,6
1593,11,Des Moines,2024,August,"$ 2,090.00",8,10,7
201,11,Des Moines,2024,August,"$ 2,079.84",11,16,8
137,11,Des Moines,2024,August,"$ 2,069.77",15,23,9
106,11,Des Moines,2024,August,"$ 2,059.92",12,18,10
201,11,Des Moines,2024,September,"$ 2,729.79",13,21,1
115,11,Des Moines,2024,September,"$ 2,517.68",15,22,2
1594,11,Des Moines,2024,September,"$ 2,513.00",4,7,3
197,11,Des Moines,2024,September,"$ 2,331.78",15,22,4
2008,11,Des Moines,2024,September,"$ 2,319.80",13,20,5
1635,11,Des Moines,2024,September,"$ 2,159.88",6,12,6
217,11,Des Moines,2024,September,"$ 2,159.73",16,27,7
149,11,Des Moines,2024,September,"$ 1,999.84",12,16,8
265,11,Des Moines,2024,September,"$ 1,999.80",13,20,9
177,11,Des Moines,2024,September,"$ 1,994.81",13,19,10
206,11,Des Moines,2024,October,"$ 2,324.85",9,15,1
198,11,Des Moines,2024,October,"$ 2,127.84",10,16,2
177,11,Des Moines,2024,October,"$ 2,099.80",12,20,3
106,11,Des Moines,2024,October,"$ 2,059.92",11,18,4
197,11,Des Moines,2024,October,"$ 1,907.82",10,18,5
1592,11,Des Moines,2024,October,"$ 1,890.00",6,10,6
1591,11,Des Moines,2024,October,"$ 1,859.00",8,11,7
115,11,Des Moines,2024,October,"$ 1,831.04",10,16,8
211,11,Des Moines,2024,October,"$ 1,801.83",10,17,9
1594,11,Des Moines,2024,October,"$ 1,795.00",3,5,10
1551,11,Des Moines,2024,November,"$ 2,529.45",7,11,1
1593,11,Des Moines,2024,November,"$ 2,508.00",9,12,2
1601,11,Des Moines,2024,November,"$ 2,327.00",8,13,3
197,11,Des Moines,2024,November,"$ 2,225.79",13,21,4
115,11,Des Moines,2024,November,"$ 2,059.92",13,18,5
1552,11,Des Moines,2024,November,"$ 1,999.60",5,8,6
2010,11,Des Moines,2024,November,"$ 1,899.81",13,19,7
221,11,Des Moines,2024,November,"$ 1,899.75",16,25,8
131,11,Des Moines,2024,November,"$ 1,839.77",15,23,9
109,11,Des Moines,2024,November,"$ 1,831.04",11,16,10
109,11,Des Moines,2024,December,"$ 3,433.20",19,30,1
1595,11,Des Moines,2024,December,"$ 2,999.80",12,20,2
176,11,Des Moines,2024,December,"$ 2,899.71",20,29,3
106,11,Des Moines,2024,December,"$ 2,861.00",17,25,4
112,11,Des Moines,2024,December,"$ 2,756.00",17,25,5
197,11,Des Moines,2024,December,"$ 2,755.74",17,26,6
1552,11,Des Moines,2024,December,"$ 2,749.45",7,11,7
149,11,Des Moines,2024,December,"$ 2,624.79",13,21,8
1583,11,Des Moines,2024,December,"$ 2,618.00",13,22,9
172,11,Des Moines,2024,December,"$ 2,564.73",16,27,10
149,12,Owensboro,2019,January,"$ 3,374.73",19,27,1
1551,12,Owensboro,2019,January,"$ 3,219.30",11,14,2
176,12,Owensboro,2019,January,"$ 2,799.72",17,28,3
201,12,Owensboro,2019,January,"$ 2,599.80",12,20,4
1594,12,Owensboro,2019,January,"$ 2,513.00",4,7,5
200,12,Owensboro,2019,January,"$ 2,377.71",19,29,6
1634,12,Owensboro,2019,January,"$ 2,249.85",10,15,7
1596,12,Owensboro,2019,January,"$ 2,159.88",7,12,8
4,12,Owensboro,2019,January,"$ 2,039.52",17,24,9
14,12,Owensboro,2019,January,"$ 2,039.52",15,24,10
1594,12,Owensboro,2019,Febuary,"$ 3,231.00",6,9,1
3,12,Owensboro,2019,Febuary,"$ 2,719.36",20,32,2
173,12,Owensboro,2019,Febuary,"$ 2,667.77",17,23,3
1572,12,Owensboro,2019,Febuary,"$ 2,327.00",9,13,4
125,12,Owensboro,2019,Febuary,"$ 2,184.77",13,23,5
2006,12,Owensboro,2019,Febuary,"$ 2,136.93",11,19,6
1593,12,Owensboro,2019,Febuary,"$ 2,090.00",7,10,7
106,12,Owensboro,2019,Febuary,"$ 1,945.48",12,17,8
2009,12,Owensboro,2019,Febuary,"$ 1,899.81",11,19,9
204,12,Owensboro,2019,Febuary,"$ 1,889.85",11,15,10
1594,12,Owensboro,2019,March,"$ 3,590.00",7,10,1
206,12,Owensboro,2019,March,"$ 2,789.82",10,18,2
1645,12,Owensboro,2019,March,"$ 2,685.00",9,15,3
2010,12,Owensboro,2019,March,"$ 2,399.76",15,24,4
212,12,Owensboro,2019,March,"$ 2,219.80",12,20,5
185,12,Owensboro,2019,March,"$ 2,199.80",14,20,6
2007,12,Owensboro,2019,March,"$ 1,988.83",11,17,7
3,12,Owensboro,2019,March,"$ 1,954.54",14,23,8
1999,12,Owensboro,2019,March,"$ 1,919.76",16,24,9
1593,12,Owensboro,2019,March,"$ 1,881.00",5,9,10
185,12,Owensboro,2019,April,"$ 3,079.72",16,28,1
1551,12,Owensboro,2019,April,"$ 2,989.35",9,13,2
198,12,Owensboro,2019,April,"$ 2,526.81",10,19,3
1594,12,Owensboro,2019,April,"$ 2,513.00",4,7,4
1552,12,Owensboro,2019,April,"$ 2,499.50",7,10,5
129,12,Owensboro,2019,April,"$ 2,319.71",17,29,6
1593,12,Owensboro,2019,April,"$ 2,299.00",8,11,7
106,12,Owensboro,2019,April,"$ 2,174.36",13,19,8
2008,12,Owensboro,2019,April,"$ 2,087.82",12,18,9
250,12,Owensboro,2019,April,"$ 2,045.78",14,22,10
1552,12,Owensboro,2019,May,"$ 3,499.30",8,14,1
1592,12,Owensboro,2019,May,"$ 2,646.00",8,14,2
158,12,Owensboro,2019,May,"$ 2,519.72",16,28,3
1593,12,Owensboro,2019,May,"$ 2,508.00",8,12,4
1595,12,Owensboro,2019,May,"$ 2,399.84",10,16,5
206,12,Owensboro,2019,May,"$ 2,324.85",9,15,6
149,12,Owensboro,2019,May,"$ 2,249.82",11,18,7
2007,12,Owensboro,2019,May,"$ 2,105.82",11,18,8
109,12,Owensboro,2019,May,"$ 2,059.92",12,18,9
254,12,Owensboro,2019,May,"$ 2,045.78",14,22,10
1594,12,Owensboro,2019,June,"$ 3,590.00",7,10,1
106,12,Owensboro,2019,June,"$ 2,861.00",15,25,2
206,12,Owensboro,2019,June,"$ 2,789.82",11,18,3
2006,12,Owensboro,2019,June,"$ 2,474.34",15,22,4
109,12,Owensboro,2019,June,"$ 2,403.24",12,21,5
204,12,Owensboro,2019,June,"$ 2,393.81",14,19,6
179,12,Owensboro,2019,June,"$ 2,111.78",14,22,7
181,12,Owensboro,2019,June,"$ 1,919.80",13,20,8
121,12,Owensboro,2019,June,"$ 1,899.80",14,20,9
