SalesAmount,Sales_Year,Month,PreviousSalesAmount,MoM_Perc,MoM_Diff
"$ 685,467.91",2019,May,"$ 642,055.95",6.76%,"$ 43,411.96"
"$ 693,583.81",2019,June,"$ 685,467.91",1.18%,"$ 8,115.90"
"$ 690,666.58",2019,July,"$ 693,583.81",-0.42%,"$ -2,917.23"
"$ 733,079.49",2019,August,"$ 690,666.58",6.14%,"$ 42,412.91"
"$ 634,944.96",2019,September,"$ 733,079.49",-13.39%,"$ -98,134.53"
"$ 679,373.38",2019,October,"$ 634,944.96",7%,"$ 44,428.42"
"$ 674,613.58",2019,November,"$ 679,373.38",-0.7%,"$ -4,759.80"
"$ 1,005,764.65",2019,December,"$ 674,613.58",49.09%,"$ 331,151.07"
"$ 828,389.48",2020,January,"$ 1,005,764.65",-17.64%,"$ -177,375.17"
"$ 782,157.65",2020,Febuary,"$ 828,389.48",-5.58%,"$ -46,231.83"
"$ 865,594.99",2020,March,"$ 782,157.65",10.67%,"$ 83,437.34"
"$ 802,058.03",2020,April,"$ 865,594.99",-7.34%,"$ -63,536.96"
"$ 845,958.76",2020,May,"$ 802,058.03",5.47%,"$ 43,900.73"
"$ 788,977.44",2020,June,"$ 845,958.76",-6.74%,"$ -56,981.32"
"$ 894,632.44",2020,July,"$ 788,977.44",13.39%,"$ 105,655.00"
"$ 846,667.21",2020,August,"$ 894,632.44",-5.36%,"$ -47,965.23"
"$ 776,779.72",2020,September,"$ 846,667.21",-8.25%,"$ -69,887.49"
"$ 826,304.68",2020,October,"$ 776,779.72",6.38%,"$ 49,524.96"
"$ 786,037.49",2020,November,"$ 826,304.68",-4.87%,"$ -40,267.19"
"$ 1,014,888.03",2020,December,"$ 786,037.49",29.11%,"$ 228,850.54"
"$ 706,611.17",2021,January,"$ 1,014,888.03",-30.38%,"$ -308,276.86"
"$ 618,490.10",2021,Febuary,"$ 706,611.17",-12.47%,"$ -88,121.07"
"$ 757,696.04",2021,March,"$ 618,490.10",22.51%,"$ 139,205.94"
"$ 618,587.10",2021,April,"$ 757,696.04",-18.36%,"$ -139,108.94"
"$ 630,126.40",2021,May,"$ 618,587.10",1.87%,"$ 11,539.30"
"$ 664,098.62",2021,June,"$ 630,126.40",5.39%,"$ 33,972.22"
"$ 694,507.76",2021,July,"$ 664,098.62",4.58%,"$ 30,409.14"
"$ 686,765.75",2021,August,"$ 694,507.76",-1.11%,"$ -7,742.01"
"$ 659,676.09",2021,September,"$ 686,765.75",-3.94%,"$ -27,089.66"
"$ 736,941.96",2021,October,"$ 659,676.09",11.71%,"$ 77,265.87"
"$ 722,103.76",2021,November,"$ 736,941.96",-2.01%,"$ -14,838.20"
"$ 916,003.20",2021,December,"$ 722,103.76",26.85%,"$ 193,899.44"
"$ 723,218.10",2022,January,"$ 916,003.20",-21.05%,"$ -192,785.10"
"$ 627,063.37",2022,Febuary,"$ 723,218.10",-13.3%,"$ -96,154.73"
"$ 731,951.80",2022,March,"$ 627,063.37",16.73%,"$ 104,888.43"
"$ 707,038.13",2022,April,"$ 731,951.80",-3.4%,"$ -24,913.67"
"$ 715,048.94",2022,May,"$ 707,038.13",1.13%,"$ 8,010.81"
"$ 669,763.34",2022,June,"$ 715,048.94",-6.33%,"$ -45,285.60"
"$ 730,549.30",2022,July,"$ 669,763.34",9.08%,"$ 60,785.96"
"$ 684,974.69",2022,August,"$ 730,549.30",-6.24%,"$ -45,574.61"
"$ 712,517.00",2022,September,"$ 684,974.69",4.02%,"$ 27,542.31"
"$ 716,822.02",2022,October,"$ 712,517.00",0.6%,"$ 4,305.02"
"$ 689,388.74",2022,November,"$ 716,822.02",-3.83%,"$ -27,433.28"
"$ 748,261.67",2022,December,"$ 689,388.74",8.54%,"$ 58,872.93"
"$ 731,347.17",2023,January,"$ 748,261.67",-2.26%,"$ -16,914.50"
"$ 658,940.08",2023,Febuary,"$ 731,347.17",-9.9%,"$ -72,407.09"
"$ 671,485.88",2023,March,"$ 658,940.08",1.9%,"$ 12,545.80"
"$ 650,027.38",2023,April,"$ 671,485.88",-3.2%,"$ -21,458.50"
"$ 749,799.84",2023,May,"$ 650,027.38",15.35%,"$ 99,772.46"
"$ 652,721.82",2023,June,"$ 749,799.84",-12.95%,"$ -97,078.02"
"$ 662,751.51",2023,July,"$ 652,721.82",1.54%,"$ 10,029.69"
"$ 706,042.88",2023,August,"$ 662,751.51",6.53%,"$ 43,291.37"
"$ 706,480.58",2023,September,"$ 706,042.88",0.06%,$ 437.70
"$ 702,233.79",2023,October,"$ 706,480.58",-0.6%,"$ -4,246.79"
"$ 643,335.14",2023,November,"$ 702,233.79",-8.39%,"$ -58,898.65"
"$ 850,756.44",2023,December,"$ 643,335.14",32.24%,"$ 207,421.30"
"$ 739,091.03",2024,January,"$ 850,756.44",-13.13%,"$ -111,665.41"
"$ 661,971.70",2024,Febuary,"$ 739,091.03",-10.43%,"$ -77,119.33"
"$ 720,600.31",2024,March,"$ 661,971.70",8.86%,"$ 58,628.61"
"$ 695,704.50",2024,April,"$ 720,600.31",-3.45%,"$ -24,895.81"
"$ 673,809.48",2024,May,"$ 695,704.50",-3.15%,"$ -21,895.02"
"$ 697,994.46",2024,June,"$ 673,809.48",3.59%,"$ 24,184.98"
"$ 661,168.91",2024,July,"$ 697,994.46",-5.28%,"$ -36,825.55"
"$ 706,655.00",2024,August,"$ 661,168.91",6.88%,"$ 45,486.09"
"$ 717,923.73",2024,September,"$ 706,655.00",1.59%,"$ 11,268.73"
"$ 731,271.21",2024,October,"$ 717,923.73",1.86%,"$ 13,347.48"
"$ 697,646.71",2024,November,"$ 731,271.21",-4.6%,"$ -33,624.50"
"$ 860,252.97",2024,December,"$ 697,646.71",23.31%,"$ 162,606.26"
"$ 355,851.40",2019,January,,,
"$ 289,733.48",2019,Febuary,"$ 355,851.40",-18.58%,"$ -66,117.92"
"$ 337,856.01",2019,March,"$ 289,733.48",16.61%,"$ 48,122.53"
"$ 327,507.69",2019,April,"$ 337,856.01",-3.06%,"$ -10,348.32"
"$ 323,583.81",2019,May,"$ 327,507.69",-1.2%,"$ -3,923.88"
"$ 327,810.29",2019,June,"$ 323,583.81",1.31%,"$ 4,226.48"
"$ 339,685.98",2019,July,"$ 327,810.29",3.62%,"$ 11,875.69"
"$ 344,315.94",2019,August,"$ 339,685.98",1.36%,"$ 4,629.96"
"$ 325,760.28",2019,September,"$ 344,315.94",-5.39%,"$ -18,555.66"
"$ 328,255.52",2019,October,"$ 325,760.28",0.77%,"$ 2,495.24"
"$ 343,942.11",2019,November,"$ 328,255.52",4.78%,"$ 15,686.59"
"$ 447,027.73",2019,December,"$ 343,942.11",29.97%,"$ 103,085.62"
"$ 403,740.97",2020,January,"$ 447,027.73",-9.68%,"$ -43,286.76"
"$ 377,452.98",2020,Febuary,"$ 403,740.97",-6.51%,"$ -26,287.99"
"$ 427,000.92",2020,March,"$ 377,452.98",13.13%,"$ 49,547.94"
"$ 414,019.74",2020,April,"$ 427,000.92",-3.04%,"$ -12,981.18"
"$ 372,506.35",2020,May,"$ 414,019.74",-10.03%,"$ -41,513.39"
"$ 396,213.39",2020,June,"$ 372,506.35",6.36%,"$ 23,707.04"
"$ 383,062.51",2020,July,"$ 396,213.39",-3.32%,"$ -13,150.88"
"$ 390,068.66",2020,August,"$ 383,062.51",1.83%,"$ 7,006.15"
"$ 360,284.32",2020,September,"$ 390,068.66",-7.64%,"$ -29,784.34"
"$ 411,848.47",2020,October,"$ 360,284.32",14.31%,"$ 51,564.15"
"$ 399,302.09",2020,November,"$ 411,848.47",-3.05%,"$ -12,546.38"
"$ 434,102.77",2020,December,"$ 399,302.09",8.72%,"$ 34,800.68"
"$ 332,448.84",2021,January,"$ 434,102.77",-23.42%,"$ -101,653.93"
"$ 303,792.93",2021,Febuary,"$ 332,448.84",-8.62%,"$ -28,655.91"
"$ 329,359.74",2021,March,"$ 303,792.93",8.42%,"$ 25,566.81"
"$ 326,873.52",2021,April,"$ 329,359.74",-0.75%,"$ -2,486.22"
"$ 351,228.59",2021,May,"$ 326,873.52",7.45%,"$ 24,355.07"
"$ 319,248.14",2021,June,"$ 351,228.59",-9.11%,"$ -31,980.45"
"$ 351,323.97",2021,July,"$ 319,248.14",10.05%,"$ 32,075.83"
"$ 337,936.22",2021,August,"$ 351,323.97",-3.81%,"$ -13,387.75"
"$ 292,502.74",2021,September,"$ 337,936.22",-13.44%,"$ -45,433.48"
"$ 363,570.30",2021,October,"$ 292,502.74",24.3%,"$ 71,067.56"
"$ 329,868.50",2021,November,"$ 363,570.30",-9.27%,"$ -33,701.80"
"$ 445,067.74",2021,December,"$ 329,868.50",34.92%,"$ 115,199.24"
"$ 370,146.18",2022,January,"$ 445,067.74",-16.83%,"$ -74,921.56"
"$ 324,707.39",2022,Febuary,"$ 370,146.18",-12.28%,"$ -45,438.79"
"$ 360,548.20",2022,March,"$ 324,707.39",11.04%,"$ 35,840.81"
"$ 364,835.22",2022,April,"$ 360,548.20",1.19%,"$ 4,287.02"
"$ 342,992.29",2022,May,"$ 364,835.22",-5.99%,"$ -21,842.93"
"$ 365,845.19",2022,June,"$ 342,992.29",6.66%,"$ 22,852.90"
"$ 365,910.31",2022,July,"$ 365,845.19",0.02%,$ 65.12
"$ 344,894.51",2022,August,"$ 365,910.31",-5.74%,"$ -21,015.80"
"$ 341,606.93",2022,September,"$ 344,894.51",-0.95%,"$ -3,287.58"
"$ 317,686.41",2022,October,"$ 341,606.93",-7%,"$ -23,920.52"
"$ 321,983.15",2022,November,"$ 317,686.41",1.35%,"$ 4,296.74"
"$ 383,572.20",2022,December,"$ 321,983.15",19.13%,"$ 61,589.05"
"$ 331,207.28",2023,January,"$ 383,572.20",-13.65%,"$ -52,364.92"
"$ 309,230.56",2023,Febuary,"$ 331,207.28",-6.64%,"$ -21,976.72"
"$ 338,643.11",2023,March,"$ 309,230.56",9.51%,"$ 29,412.55"
"$ 331,021.72",2023,April,"$ 338,643.11",-2.25%,"$ -7,621.39"
"$ 357,493.30",2023,May,"$ 331,021.72",8%,"$ 26,471.58"
"$ 337,899.38",2023,June,"$ 357,493.30",-5.48%,"$ -19,593.92"
"$ 326,769.08",2023,July,"$ 337,899.38",-3.29%,"$ -11,130.30"
"$ 326,345.23",2023,August,"$ 326,769.08",-0.13%,$ -423.85
"$ 343,639.12",2023,September,"$ 326,345.23",5.3%,"$ 17,293.89"
"$ 340,914.77",2023,October,"$ 343,639.12",-0.79%,"$ -2,724.35"
"$ 346,128.38",2023,November,"$ 340,914.77",1.53%,"$ 5,213.61"
"$ 418,796.64",2023,December,"$ 346,128.38",20.99%,"$ 72,668.26"
"$ 352,444.22",2024,January,"$ 418,796.64",-15.84%,"$ -66,352.42"
"$ 333,527.51",2024,Febuary,"$ 352,444.22",-5.37%,"$ -18,916.71"
"$ 354,466.48",2024,March,"$ 333,527.51",6.28%,"$ 20,938.97"
"$ 331,105.06",2024,April,"$ 354,466.48",-6.59%,"$ -23,361.42"
"$ 368,321.99",2024,May,"$ 331,105.06",11.24%,"$ 37,216.93"
"$ 329,782.11",2024,June,"$ 368,321.99",-10.46%,"$ -38,539.88"
"$ 356,236.30",2024,July,"$ 329,782.11",8.02%,"$ 26,454.19"
"$ 352,119.68",2024,August,"$ 356,236.30",-1.16%,"$ -4,116.62"
"$ 339,585.19",2024,September,"$ 352,119.68",-3.56%,"$ -12,534.49"
"$ 325,887.18",2024,October,"$ 339,585.19",-4.03%,"$ -13,698.01"
"$ 315,441.75",2024,November,"$ 325,887.18",-3.21%,"$ -10,445.43"
"$ 439,789.60",2024,December,"$ 315,441.75",39.42%,"$ 124,347.85"
"$ 361,946.10",2019,January,,,
"$ 330,340.91",2019,Febuary,"$ 361,946.10",-8.73%,"$ -31,605.19"
"$ 334,414.47",2019,March,"$ 330,340.91",1.23%,"$ 4,073.56"
"$ 336,514.68",2019,April,"$ 334,414.47",0.63%,"$ 2,100.21"
"$ 344,422.14",2019,May,"$ 336,514.68",2.35%,"$ 7,907.46"
"$ 330,355.86",2019,June,"$ 344,422.14",-4.08%,"$ -14,066.28"
"$ 331,774.49",2019,July,"$ 330,355.86",0.43%,"$ 1,418.63"
"$ 345,491.26",2019,August,"$ 331,774.49",4.13%,"$ 13,716.77"
"$ 326,745.39",2019,September,"$ 345,491.26",-5.43%,"$ -18,745.87"
"$ 341,449.62",2019,October,"$ 326,745.39",4.5%,"$ 14,704.23"
"$ 306,252.62",2019,November,"$ 341,449.62",-10.31%,"$ -35,197.00"
"$ 429,841.36",2019,December,"$ 306,252.62",40.36%,"$ 123,588.74"
"$ 403,593.16",2020,January,"$ 429,841.36",-6.11%,"$ -26,248.20"
"$ 389,969.25",2020,Febuary,"$ 403,593.16",-3.38%,"$ -13,623.91"
"$ 409,579.72",2020,March,"$ 389,969.25",5.03%,"$ 19,610.47"
"$ 398,141.43",2020,April,"$ 409,579.72",-2.79%,"$ -11,438.29"
"$ 388,403.15",2020,May,"$ 398,141.43",-2.45%,"$ -9,738.28"
"$ 400,955.80",2020,June,"$ 388,403.15",3.23%,"$ 12,552.65"
"$ 412,938.29",2020,July,"$ 400,955.80",2.99%,"$ 11,982.49"
"$ 447,142.17",2020,August,"$ 412,938.29",8.28%,"$ 34,203.88"
"$ 366,720.46",2020,September,"$ 447,142.17",-17.99%,"$ -80,421.71"
"$ 434,836.10",2020,October,"$ 366,720.46",18.57%,"$ 68,115.64"
"$ 417,471.79",2020,November,"$ 434,836.10",-3.99%,"$ -17,364.31"
"$ 458,327.90",2020,December,"$ 417,471.79",9.79%,"$ 40,856.11"
"$ 345,446.52",2021,January,"$ 458,327.90",-24.63%,"$ -112,881.38"
"$ 325,309.54",2021,Febuary,"$ 345,446.52",-5.83%,"$ -20,136.98"
"$ 337,130.75",2021,March,"$ 325,309.54",3.63%,"$ 11,821.21"
"$ 316,237.41",2021,April,"$ 337,130.75",-6.2%,"$ -20,893.34"
"$ 326,019.56",2021,May,"$ 316,237.41",3.09%,"$ 9,782.15"
"$ 328,264.05",2021,June,"$ 326,019.56",0.69%,"$ 2,244.49"
"$ 333,471.45",2021,July,"$ 328,264.05",1.59%,"$ 5,207.40"
"$ 338,317.09",2021,August,"$ 333,471.45",1.45%,"$ 4,845.64"
"$ 356,612.52",2021,September,"$ 338,317.09",5.41%,"$ 18,295.43"
"$ 345,960.05",2021,October,"$ 356,612.52",-2.99%,"$ -10,652.47"
"$ 331,588.25",2021,November,"$ 345,960.05",-4.15%,"$ -14,371.80"
"$ 453,101.26",2021,December,"$ 331,588.25",36.65%,"$ 121,513.01"
"$ 386,120.80",2022,January,"$ 453,101.26",-14.78%,"$ -66,980.46"
"$ 327,552.18",2022,Febuary,"$ 386,120.80",-15.17%,"$ -58,568.62"
"$ 321,086.31",2022,March,"$ 327,552.18",-1.97%,"$ -6,465.87"
"$ 386,893.84",2022,April,"$ 321,086.31",20.5%,"$ 65,807.53"
"$ 365,686.90",2022,May,"$ 386,893.84",-5.48%,"$ -21,206.94"
"$ 349,339.49",2022,June,"$ 365,686.90",-4.47%,"$ -16,347.41"
"$ 345,127.47",2022,July,"$ 349,339.49",-1.21%,"$ -4,212.02"
"$ 359,995.34",2022,August,"$ 345,127.47",4.31%,"$ 14,867.87"
"$ 340,897.54",2022,September,"$ 359,995.34",-5.31%,"$ -19,097.80"
"$ 371,877.66",2022,October,"$ 340,897.54",9.09%,"$ 30,980.12"
"$ 362,589.92",2022,November,"$ 371,877.66",-2.5%,"$ -9,287.74"
"$ 401,602.01",2022,December,"$ 362,589.92",10.76%,"$ 39,012.09"
"$ 339,611.55",2023,January,"$ 401,602.01",-15.44%,"$ -61,990.46"
"$ 316,024.06",2023,Febuary,"$ 339,611.55",-6.95%,"$ -23,587.49"
"$ 356,914.03",2023,March,"$ 316,024.06",12.94%,"$ 40,889.97"
"$ 331,100.94",2023,April,"$ 356,914.03",-7.23%,"$ -25,813.09"
"$ 361,943.97",2023,May,"$ 331,100.94",9.32%,"$ 30,843.03"
"$ 328,241.49",2023,June,"$ 361,943.97",-9.31%,"$ -33,702.48"
"$ 342,559.84",2023,July,"$ 328,241.49",4.36%,"$ 14,318.35"
"$ 334,111.21",2023,August,"$ 342,559.84",-2.47%,"$ -8,448.63"
"$ 353,784.00",2023,September,"$ 334,111.21",5.89%,"$ 19,672.79"
"$ 331,063.98",2023,October,"$ 353,784.00",-6.42%,"$ -22,720.02"
"$ 335,200.60",2023,November,"$ 331,063.98",1.25%,"$ 4,136.62"
"$ 418,126.09",2023,December,"$ 335,200.60",24.74%,"$ 82,925.49"
"$ 359,412.13",2024,January,"$ 418,126.09",-14.04%,"$ -58,713.96"
"$ 315,891.78",2024,Febuary,"$ 359,412.13",-12.11%,"$ -43,520.35"
"$ 355,575.91",2024,March,"$ 315,891.78",12.56%,"$ 39,684.13"
"$ 356,455.72",2024,April,"$ 355,575.91",0.25%,$ 879.81
"$ 333,556.39",2024,May,"$ 356,455.72",-6.42%,"$ -22,899.33"
"$ 336,330.36",2024,June,"$ 333,556.39",0.83%,"$ 2,773.97"
"$ 348,814.60",2024,July,"$ 336,330.36",3.71%,"$ 12,484.24"
"$ 346,642.40",2024,August,"$ 348,814.60",-0.62%,"$ -2,172.20"
"$ 361,449.13",2024,September,"$ 346,642.40",4.27%,"$ 14,806.73"
"$ 374,114.31",2024,October,"$ 361,449.13",3.5%,"$ 12,665.18"
"$ 346,113.51",2024,November,"$ 374,114.31",-7.48%,"$ -28,000.80"
"$ 422,964.79",2024,December,"$ 346,113.51",22.2%,"$ 76,851.28"
"$ 344,739.71",2019,January,,,
"$ 288,503.45",2019,Febuary,"$ 344,739.71",-16.31%,"$ -56,236.26"
"$ 373,369.12",2019,March,"$ 288,503.45",29.42%,"$ 84,865.67"
"$ 328,444.70",2019,April,"$ 373,369.12",-12.03%,"$ -44,924.42"
"$ 341,316.16",2019,May,"$ 328,444.70",3.92%,"$ 12,871.46"
"$ 341,474.21",2019,June,"$ 341,316.16",0.05%,$ 158.05
"$ 330,608.08",2019,July,"$ 341,474.21",-3.18%,"$ -10,866.13"
"$ 343,090.09",2019,August,"$ 330,608.08",3.78%,"$ 12,482.01"
"$ 323,212.97",2019,September,"$ 343,090.09",-5.79%,"$ -19,877.12"
"$ 323,916.03",2019,October,"$ 323,212.97",0.22%,$ 703.06
"$ 335,968.28",2019,November,"$ 323,916.03",3.72%,"$ 12,052.25"
"$ 474,643.94",2019,December,"$ 335,968.28",41.28%,"$ 138,675.66"
"$ 417,840.72",2020,January,"$ 474,643.94",-11.97%,"$ -56,803.22"
"$ 370,388.91",2020,Febuary,"$ 417,840.72",-11.36%,"$ -47,451.81"
"$ 430,389.92",2020,March,"$ 370,388.91",16.2%,"$ 60,001.01"
"$ 375,831.40",2020,April,"$ 430,389.92",-12.68%,"$ -54,558.52"
"$ 408,522.62",2020,May,"$ 375,831.40",8.7%,"$ 32,691.22"
"$ 381,519.51",2020,June,"$ 408,522.62",-6.61%,"$ -27,003.11"
"$ 418,896.19",2020,July,"$ 381,519.51",9.8%,"$ 37,376.68"
"$ 425,268.68",2020,August,"$ 418,896.19",1.52%,"$ 6,372.49"
"$ 408,753.43",2020,September,"$ 425,268.68",-3.88%,"$ -16,515.25"
"$ 400,259.76",2020,October,"$ 408,753.43",-2.08%,"$ -8,493.67"
"$ 409,521.77",2020,November,"$ 400,259.76",2.31%,"$ 9,262.01"
"$ 452,011.90",2020,December,"$ 409,521.77",10.38%,"$ 42,490.13"
"$ 358,296.95",2021,January,"$ 452,011.90",-20.73%,"$ -93,714.95"
"$ 325,994.22",2021,Febuary,"$ 358,296.95",-9.02%,"$ -32,302.73"
"$ 352,050.68",2021,March,"$ 325,994.22",7.99%,"$ 26,056.46"
"$ 317,609.26",2021,April,"$ 352,050.68",-9.78%,"$ -34,441.42"
"$ 340,274.66",2021,May,"$ 317,609.26",7.14%,"$ 22,665.40"
"$ 349,654.97",2021,June,"$ 340,274.66",2.76%,"$ 9,380.31"
"$ 347,990.76",2021,July,"$ 349,654.97",-0.48%,"$ -1,664.21"
"$ 331,168.58",2021,August,"$ 347,990.76",-4.83%,"$ -16,822.18"
"$ 316,481.85",2021,September,"$ 331,168.58",-4.43%,"$ -14,686.73"
"$ 325,235.44",2021,October,"$ 316,481.85",2.77%,"$ 8,753.59"
"$ 324,180.99",2021,November,"$ 325,235.44",-0.32%,"$ -1,054.45"
"$ 444,354.49",2021,December,"$ 324,180.99",37.07%,"$ 120,173.50"
"$ 359,036.09",2022,January,"$ 444,354.49",-19.2%,"$ -85,318.40"
"$ 314,891.41",2022,Febuary,"$ 359,036.09",-12.3%,"$ -44,144.68"
"$ 346,524.22",2022,March,"$ 314,891.41",10.05%,"$ 31,632.81"
"$ 331,787.68",2022,April,"$ 346,524.22",-4.25%,"$ -14,736.54"
"$ 355,945.70",2022,May,"$ 331,787.68",7.28%,"$ 24,158.02"
"$ 339,001.88",2022,June,"$ 355,945.70",-4.76%,"$ -16,943.82"
"$ 374,382.81",2022,July,"$ 339,001.88",10.44%,"$ 35,380.93"
"$ 362,517.41",2022,August,"$ 374,382.81",-3.17%,"$ -11,865.40"
"$ 334,319.29",2022,September,"$ 362,517.41",-7.78%,"$ -28,198.12"
"$ 332,414.15",2022,October,"$ 334,319.29",-0.57%,"$ -1,905.14"
"$ 328,497.68",2022,November,"$ 332,414.15",-1.18%,"$ -3,916.47"
"$ 436,817.20",2022,December,"$ 328,497.68",32.97%,"$ 108,319.52"
"$ 365,050.27",2023,January,"$ 436,817.20",-16.43%,"$ -71,766.93"
"$ 296,420.75",2023,Febuary,"$ 365,050.27",-18.8%,"$ -68,629.52"
"$ 350,920.89",2023,March,"$ 296,420.75",18.39%,"$ 54,500.14"
"$ 330,752.06",2023,April,"$ 350,920.89",-5.75%,"$ -20,168.83"
"$ 346,791.81",2023,May,"$ 330,752.06",4.85%,"$ 16,039.75"
"$ 346,971.57",2023,June,"$ 346,791.81",0.05%,$ 179.76
"$ 311,840.34",2023,July,"$ 346,971.57",-10.13%,"$ -35,131.23"
"$ 349,547.61",2023,August,"$ 311,840.34",12.09%,"$ 37,707.27"
"$ 338,849.56",2023,September,"$ 349,547.61",-3.06%,"$ -10,698.05"
"$ 359,561.25",2023,October,"$ 338,849.56",6.11%,"$ 20,711.69"
"$ 323,264.75",2023,November,"$ 359,561.25",-10.09%,"$ -36,296.50"
"$ 441,296.62",2023,December,"$ 323,264.75",36.51%,"$ 118,031.87"
"$ 329,308.83",2024,January,"$ 441,296.62",-25.38%,"$ -111,987.79"
"$ 340,252.25",2024,Febuary,"$ 329,308.83",3.32%,"$ 10,943.42"
"$ 344,127.14",2024,March,"$ 340,252.25",1.14%,"$ 3,874.89"
"$ 343,133.48",2024,April,"$ 344,127.14",-0.29%,$ -993.66
"$ 377,222.43",2024,May,"$ 343,133.48",9.93%,"$ 34,088.95"
"$ 352,212.68",2024,June,"$ 377,222.43",-6.63%,"$ -25,009.75"
"$ 378,615.21",2024,July,"$ 352,212.68",7.5%,"$ 26,402.53"
"$ 359,734.08",2024,August,"$ 378,615.21",-4.99%,"$ -18,881.13"
"$ 331,285.45",2024,September,"$ 359,734.08",-7.91%,"$ -28,448.63"
"$ 355,212.21",2024,October,"$ 331,285.45",7.22%,"$ 23,926.76"
"$ 336,379.56",2024,November,"$ 355,212.21",-5.3%,"$ -18,832.65"
"$ 448,390.04",2024,December,"$ 336,379.56",33.3%,"$ 112,010.48"
"$ 644,721.08",2019,January,,,
"$ 621,378.87",2019,Febuary,"$ 644,721.08",-3.62%,"$ -23,342.21"
"$ 670,809.68",2019,March,"$ 621,378.87",7.96%,"$ 49,430.81"
"$ 654,288.88",2019,April,"$ 670,809.68",-2.46%,"$ -16,520.80"
"$ 677,348.38",2019,May,"$ 654,288.88",3.52%,"$ 23,059.50"
"$ 649,587.22",2019,June,"$ 677,348.38",-4.1%,"$ -27,761.16"
"$ 666,519.82",2019,July,"$ 649,587.22",2.61%,"$ 16,932.60"
"$ 712,587.77",2019,August,"$ 666,519.82",6.91%,"$ 46,067.95"
"$ 636,231.63",2019,September,"$ 712,587.77",-10.72%,"$ -76,356.14"
"$ 730,857.91",2019,October,"$ 636,231.63",14.87%,"$ 94,626.28"
"$ 666,770.90",2019,November,"$ 730,857.91",-8.77%,"$ -64,087.01"
"$ 1,064,932.98",2019,December,"$ 666,770.90",59.71%,"$ 398,162.08"
"$ 799,052.51",2020,January,"$ 1,064,932.98",-24.97%,"$ -265,880.47"
"$ 834,094.92",2020,Febuary,"$ 799,052.51",4.39%,"$ 35,042.41"
"$ 857,621.43",2020,March,"$ 834,094.92",2.82%,"$ 23,526.51"
"$ 813,025.12",2020,April,"$ 857,621.43",-5.2%,"$ -44,596.31"
"$ 883,826.11",2020,May,"$ 813,025.12",8.71%,"$ 70,800.99"
"$ 785,965.97",2020,June,"$ 883,826.11",-11.07%,"$ -97,860.14"
"$ 852,620.75",2020,July,"$ 785,965.97",8.48%,"$ 66,654.78"
"$ 851,725.15",2020,August,"$ 852,620.75",-0.11%,$ -895.60
"$ 822,936.41",2020,September,"$ 851,725.15",-3.38%,"$ -28,788.74"
"$ 807,839.14",2020,October,"$ 822,936.41",-1.83%,"$ -15,097.27"
"$ 847,299.95",2020,November,"$ 807,839.14",4.88%,"$ 39,460.81"
"$ 984,155.94",2020,December,"$ 847,299.95",16.15%,"$ 136,855.99"
"$ 730,210.52",2021,January,"$ 984,155.94",-25.8%,"$ -253,945.42"
"$ 654,438.76",2021,Febuary,"$ 730,210.52",-10.38%,"$ -75,771.76"
"$ 754,835.25",2021,March,"$ 654,438.76",15.34%,"$ 100,396.49"
"$ 669,979.36",2021,April,"$ 754,835.25",-11.24%,"$ -84,855.89"
"$ 721,859.58",2021,May,"$ 669,979.36",7.74%,"$ 51,880.22"
"$ 678,327.75",2021,June,"$ 721,859.58",-6.03%,"$ -43,531.83"
"$ 675,121.96",2021,July,"$ 678,327.75",-0.47%,"$ -3,205.79"
"$ 669,589.81",2021,August,"$ 675,121.96",-0.82%,"$ -5,532.15"
"$ 697,373.88",2021,September,"$ 669,589.81",4.15%,"$ 27,784.07"
"$ 678,285.00",2021,October,"$ 697,373.88",-2.74%,"$ -19,088.88"
"$ 684,232.22",2021,November,"$ 678,285.00",0.88%,"$ 5,947.22"
"$ 903,095.55",2021,December,"$ 684,232.22",31.99%,"$ 218,863.33"
"$ 729,644.92",2022,January,"$ 903,095.55",-19.21%,"$ -173,450.63"
"$ 705,783.33",2022,Febuary,"$ 729,644.92",-3.27%,"$ -23,861.59"
"$ 762,707.82",2022,March,"$ 705,783.33",8.07%,"$ 56,924.49"
"$ 691,924.99",2022,April,"$ 762,707.82",-9.28%,"$ -70,782.83"
"$ 717,670.21",2022,May,"$ 691,924.99",3.72%,"$ 25,745.22"
"$ 664,323.15",2022,June,"$ 717,670.21",-7.43%,"$ -53,347.06"
"$ 703,784.84",2022,July,"$ 664,323.15",5.94%,"$ 39,461.69"
"$ 704,948.29",2022,August,"$ 703,784.84",0.17%,"$ 1,163.45"
"$ 710,741.99",2022,September,"$ 704,948.29",0.82%,"$ 5,793.70"
"$ 699,881.71",2022,October,"$ 710,741.99",-1.53%,"$ -10,860.28"
"$ 722,216.45",2022,November,"$ 699,881.71",3.19%,"$ 22,334.74"
"$ 856,738.25",2022,December,"$ 722,216.45",18.63%,"$ 134,521.80"
"$ 682,413.04",2023,January,"$ 856,738.25",-20.35%,"$ -174,325.21"
"$ 631,537.35",2023,Febuary,"$ 682,413.04",-7.46%,"$ -50,875.69"
"$ 700,071.48",2023,March,"$ 631,537.35",10.85%,"$ 68,534.13"
"$ 678,943.07",2023,April,"$ 700,071.48",-3.02%,"$ -21,128.41"
"$ 719,435.19",2023,May,"$ 678,943.07",5.96%,"$ 40,492.12"
